gene	transcript	canonical	obs_mis	exp_mis	oe_mis	mu_mis	possible_mis	obs_mis_pphen	exp_mis_pphen	oe_mis_pphen	possible_mis_pphen	obs_syn	exp_syn	oe_syn	mu_syn	possible_syn	obs_lof	mu_lof	possible_lof	exp_lof	pLI	pNull	pRec	oe_lof	oe_syn_lower	oe_syn_upper	oe_mis_lower	oe_mis_upper	oe_lof_lower	oe_lof_upper	constraint_flag	syn_z	mis_z	lof_z	oe_lof_upper_rank	oe_lof_upper_bin	oe_lof_upper_bin_6	n_sites	classic_caf	max_af	no_lofs	obs_het_lof	obs_hom_lof	defined	p	exp_hom_lof	classic_caf_afr	classic_caf_amr	classic_caf_asj	classic_caf_eas	classic_caf_fin	classic_caf_nfe	classic_caf_oth	classic_caf_sas	p_afr	p_amr	p_asj	p_eas	p_fin	p_nfe	p_oth	p_sas	transcript_type	gene_id	transcript_level	cds_length	num_coding_exons	gene_type	gene_length	exac_pLI	exac_obs_lof	exac_exp_lof	exac_oe_lof	brain_expression	chromosome	start_position	end_position
CCL3L3	ENST00000378354	TRUE	3	4.96E+00	6.04E-01	2.95E-07	595	0	3.24E-01	0.00E+00	142	1	2.08E+00	4.81E-01	1.23E-07	176	0	1.37E-08	34	3.18E-01	3.15E-01	1.85E-01	5.00E-01	0.00E+00	1.62E-01	1.73E+00	2.73E-01	1.51E+00	0.00E+00	1.86E+00		5.89E-01	3.13E-01	5.22E-01	74435	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000256515	2	279	3	protein_coding	1890	NA	NA	NA	NA	NA	17	34522268	34524157
C11orf31	ENST00000388857	TRUE	78	5.80E+01	1.35E+00	2.59E-06	742	29	2.10E+01	1.38E+00	254	30	2.60E+01	1.16E+00	1.20E-06	244	4	1.56E-07	51	3.70E+00	1.32E-03	5.66E-01	4.33E-01	1.08E+00	8.63E-01	1.57E+00	1.12E+00	1.62E+00	5.09E-01	1.86E+00		-6.22E-01	-9.34E-01	-1.43E-01	74439	9	5	12	3.30E-03	3.16E-03	122258	693	7	122958	2.85E-03	9.99E-01	6.01E-04	1.07E-04	0.00E+00	6.25E-05	2.56E-02	2.05E-03	1.36E-03	3.44E-04	3.39E-04	8.76E-05	0.00E+00	5.59E-05	2.24E-02	1.82E-03	1.17E-03	2.97E-04	protein_coding	ENSG00000211450	2	366	3	protein_coding	2162	7.82E-04	4	2.78E+00	1.44E+00	NA	11	57508825	57510986
S100A4	ENST00000368716	TRUE	48	5.57E+01	8.62E-01	2.88E-06	682	13	1.55E+01	8.37E-01	215	19	2.33E+01	8.16E-01	1.37E-06	171	3	1.22E-07	43	2.93E+00	6.18E-03	4.75E-01	5.19E-01	1.02E+00	5.68E-01	1.20E+00	6.83E-01	1.10E+00	4.38E-01	1.86E+00		6.99E-01	3.65E-01	-3.57E-02	74448	9	5	8	1.63E-04	8.75E-05	125706	41	0	125747	1.63E-04	3.34E-03	1.23E-04	2.89E-05	0.00E+00	1.09E-04	1.39E-04	2.55E-04	6.52E-04	0.00E+00	1.23E-04	2.89E-05	0.00E+00	1.09E-04	1.39E-04	2.55E-04	6.52E-04	0.00E+00	protein_coding	ENSG00000196154	2	303	2	protein_coding	6524	4.65E-03	3	2.31E+00	1.30E+00	NA	1	153516089	153522612
NNMT	ENST00000535401	TRUE	188	1.47E+02	1.28E+00	8.01E-06	1721	65	4.40E+01	1.48E+00	598	73	6.60E+01	1.11E+00	4.07E-06	534	10	3.35E-07	108	7.97E+00	5.28E-08	9.31E-01	6.94E-02	1.25E+00	9.15E-01	1.35E+00	1.13E+00	1.44E+00	7.62E-01	1.86E+00		-6.82E-01	-1.19E+00	-6.65E-01	74453	9	5	21	2.13E-04	3.98E-05	125694	53	0	125747	2.11E-04	5.59E-03	3.69E-04	3.53E-04	9.93E-05	5.52E-05	0.00E+00	2.57E-04	3.26E-04	6.53E-05	3.69E-04	3.47E-04	9.92E-05	5.44E-05	0.00E+00	2.55E-04	3.26E-04	6.53E-05	protein_coding	ENSG00000166741	2	792	3	protein_coding	55499	4.28E-03	4	5.43E+00	7.37E-01	NA	11	114128509	114184007
MPZL2	ENST00000278937	TRUE	147	1.32E+02	1.12E+00	7.78E-06	1397	55	4.26E+01	1.29E+00	446	49	4.65E+01	1.05E+00	2.53E-06	431	16	6.94E-07	118	1.20E+01	1.08E-12	9.94E-01	6.27E-03	1.34E+00	8.37E-01	1.34E+00	9.77E-01	1.28E+00	8.96E-01	1.86E+00		-2.90E-01	-4.80E-01	-1.08E+00	74467	9	5	29	1.86E-03	8.05E-04	125280	466	0	125746	1.85E-03	4.33E-01	3.08E-04	2.64E-03	3.78E-03	5.83E-03	4.63E-05	1.67E-03	1.47E-03	8.50E-04	3.08E-04	2.63E-03	3.78E-03	5.83E-03	4.62E-05	1.66E-03	1.47E-03	8.50E-04	protein_coding	ENSG00000149573	2	645	5	protein_coding	11134	1.22E-11	14	9.18E+00	1.52E+00	NA	11	118124118	118135251
ZNF709	ENST00000428311	TRUE	240	3.39E+02	7.08E-01	1.62E-05	4290	86	1.55E+02	5.56E-01	1871	92	1.04E+02	8.84E-01	4.71E-06	1067	5	1.89E-07	53	4.45E+00	2.68E-04	6.54E-01	3.45E-01	1.12E+00	7.46E-01	1.05E+00	6.36E-01	7.88E-01	5.67E-01	1.86E+00		9.29E-01	1.91E+00	-2.43E-01	74468	9	5	4	2.39E-05	1.19E-05	125702	6	0	125708	2.39E-05	7.16E-05	1.26E-04	8.69E-05	0.00E+00	0.00E+00	0.00E+00	8.80E-06	0.00E+00	0.00E+00	1.23E-04	8.67E-05	0.00E+00	0.00E+00	0.00E+00	8.79E-06	0.00E+00	0.00E+00	protein_coding	ENSG00000196826	2	1923	4	protein_coding	89916	NA	NA	NA	NA	NA	19	12572373	12662288
RP11-872D17.8	ENST00000529411	TRUE	113	1.24E+02	9.13E-01	6.51E-06	1459	19	2.57E+01	7.40E-01	307	58	5.12E+01	1.13E+00	2.77E-06	474	7	3.48E-07	62	5.88E+00	9.64E-06	8.03E-01	1.97E-01	1.19E+00	9.15E-01	1.41E+00	7.83E-01	1.07E+00	6.61E-01	1.86E+00		-7.42E-01	3.46E-01	-4.27E-01	74471	9	5	9	2.94E-04	2.42E-04	125674	73	0	125747	2.90E-04	1.06E-02	3.63E-03	8.68E-05	0.00E+00	5.44E-05	4.62E-05	3.54E-05	3.29E-04	9.86E-05	3.64E-03	8.67E-05	0.00E+00	5.44E-05	4.62E-05	3.52E-05	3.26E-04	9.80E-05	protein_coding	ENSG00000254979	1	681	4	protein_coding	36695	NA	NA	NA	NA	NA	11	57154838	57191532
FABP4	ENST00000256104	TRUE	58	7.16E+01	8.10E-01	3.46E-06	876	11	1.72E+01	6.40E-01	232	26	2.52E+01	1.03E+00	1.33E-06	238	6	2.17E-07	68	5.17E+00	5.18E-05	7.35E-01	2.65E-01	1.16E+00	7.56E-01	1.43E+00	6.55E-01	1.01E+00	6.17E-01	1.86E+00		-1.28E-01	5.71E-01	-3.38E-01	74473	9	5	9	2.47E-04	2.07E-04	125620	62	0	125682	2.47E-04	7.65E-03	0.00E+00	8.71E-05	0.00E+00	0.00E+00	0.00E+00	4.50E-04	3.29E-04	1.98E-04	0.00E+00	8.68E-05	0.00E+00	0.00E+00	0.00E+00	4.49E-04	3.26E-04	1.96E-04	protein_coding	ENSG00000170323	2	396	4	protein_coding	4845	4.93E-03	4	5.68E+00	7.04E-01	NA	8	82390654	82395498
RAET1L	ENST00000367341	TRUE	151	1.20E+02	1.25E+00	6.04E-06	1584	22	1.95E+01	1.13E+00	311	41	4.55E+01	9.02E-01	2.43E-06	481	13	4.72E-07	122	1.00E+01	2.48E-10	9.78E-01	2.15E-02	1.30E+00	7.01E-01	1.17E+00	1.10E+00	1.44E+00	8.37E-01	1.86E+00		5.22E-01	-9.91E-01	-8.79E-01	74477	9	5	3	4.81E-05	2.02E-05	125725	12	0	125737	4.77E-05	2.86E-04	3.69E-04	2.91E-05	0.00E+00	0.00E+00	0.00E+00	4.42E-05	0.00E+00	0.00E+00	3.69E-04	2.89E-05	0.00E+00	0.00E+00	0.00E+00	4.40E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000155918	2	738	4	protein_coding	7199	2.00E-04	6	6.89E+00	8.70E-01	NA	6	150339470	150346668
ENHO	ENST00000399775	TRUE	36	4.68E+01	7.69E-01	2.67E-06	484	1	4.56E+00	2.19E-01	39	20	2.19E+01	9.15E-01	1.42E-06	170	1	5.48E-08	13	1.28E+00	1.05E-01	2.89E-01	6.06E-01	7.81E-01	6.42E-01	1.33E+00	5.88E-01	1.02E+00	2.31E-01	1.86E+00		3.14E-01	5.62E-01	2.29E-01	74482	9	5	2	4.81E-05	4.41E-05	124679	12	0	124691	4.81E-05	2.89E-04	6.45E-05	2.90E-05	0.00E+00	5.56E-05	3.75E-04	8.84E-06	0.00E+00	0.00E+00	6.45E-05	2.90E-05	0.00E+00	5.56E-05	3.74E-04	8.83E-06	0.00E+00	0.00E+00	protein_coding	ENSG00000168913	2	228	1	protein_coding	2002	1.13E-01	1	1.22E+00	8.17E-01	NA	9	34521038	34523039
UFSP1	ENST00000388761	TRUE	120	8.01E+01	1.50E+00	3.70E-06	898	53	3.09E+01	1.71E+00	395	68	3.57E+01	1.91E+00	1.68E-06	308	2	9.04E-08	26	2.13E+00	2.71E-02	3.84E-01	5.89E-01	9.38E-01	1.52E+00	1.98E+00	1.29E+00	1.74E+00	3.48E-01	1.86E+00	syn_outlier	-4.25E+00	-1.58E+00	8.46E-02	74486	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000176125	2	426	1	protein_coding	994	5.60E-03	3	2.59E+00	1.16E+00	NA	7	100486346	100487339
NPIPB9	ENST00000550983	TRUE	4	3.34E+00	1.20E+00	1.43E-07	2741	0	1.00E-01	0.00E+00	964	2	9.72E-01	2.06E+00	4.10E-08	865	1	1.27E-07	153	1.28E+00	1.05E-01	2.89E-01	6.06E-01	7.83E-01	5.27E-01	1.94E+00	5.52E-01	1.89E+00	2.31E-01	1.86E+00		-8.20E-01	-1.29E-01	2.28E-01	74496	9	5	1	6.98E-05	6.98E-05	14332	0	1	14333	3.49E-05	1.74E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.08E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.04E-03	0.00E+00	protein_coding	ENSG00000196993	2	1287	8	protein_coding	21021	NA	NA	NA	NA	NA	16	28763108	28784128
GDF15	ENST00000252809	TRUE	189	2.01E+02	9.42E-01	1.18E-05	1893	37	4.43E+01	8.35E-01	473	102	9.90E+01	1.03E+00	5.92E-06	706	9	3.99E-07	65	7.26E+00	3.01E-07	9.01E-01	9.92E-02	1.24E+00	8.77E-01	1.22E+00	8.36E-01	1.06E+00	7.33E-01	1.87E+00		-2.40E-01	2.92E-01	-5.97E-01	74497	9	5	16	1.21E-04	3.25E-05	125690	26	1	125717	1.07E-04	1.45E-03	3.36E-04	0.00E+00	0.00E+00	5.80E-05	0.00E+00	1.38E-04	1.84E-04	2.33E-04	3.08E-04	0.00E+00	0.00E+00	5.44E-05	0.00E+00	1.23E-04	1.63E-04	1.96E-04	protein_coding	ENSG00000130513	2	924	2	protein_coding	14446	2.82E-04	6	7.44E+00	8.06E-01	NA	19	18485541	18499986
CTAG2	ENST00000247306	TRUE	119	1.05E+02	1.13E+00	9.87E-06	1306	13	1.26E+01	1.03E+00	139	50	5.31E+01	9.41E-01	5.56E-06	496	1	8.06E-08	24	1.27E+00	1.05E-01	2.90E-01	6.05E-01	7.85E-01	7.49E-01	1.19E+00	9.77E-01	1.32E+00	2.32E-01	1.87E+00		3.38E-01	-4.90E-01	2.25E-01	74499	9	5	2	3.12E-05	2.55E-05	119371	3	0	119374	1.26E-05	1.88E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	7.40E-05	0.00E+00	5.34E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.91E-05	0.00E+00	3.34E-05	protein_coding	ENSG00000126890	2	630	2	protein_coding	1608	5.95E-03	3	2.69E+00	1.12E+00	NA	X	153880246	153881853
CXCR1	ENST00000295683	TRUE	214	1.98E+02	1.08E+00	1.22E-05	2270	57	5.32E+01	1.07E+00	681	101	8.44E+01	1.20E+00	4.67E-06	759	9	4.05E-07	84	7.27E+00	3.03E-07	9.00E-01	9.96E-02	1.24E+00	1.02E+00	1.41E+00	9.67E-01	1.21E+00	7.33E-01	1.87E+00		-1.42E+00	-4.11E-01	-5.94E-01	74500	9	5	21	4.87E-04	2.47E-04	125615	120	1	125736	4.81E-04	2.91E-02	4.92E-04	5.50E-04	0.00E+00	1.09E-04	0.00E+00	2.20E-04	6.54E-04	2.09E-03	4.92E-04	5.49E-04	0.00E+00	1.09E-04	0.00E+00	2.20E-04	6.52E-04	2.06E-03	protein_coding	ENSG00000163464	2	1050	1	protein_coding	4151	3.75E-04	5	4.74E+00	1.05E+00	NA	2	219027568	219031718
RAB40AL	ENST00000218249	TRUE	136	1.29E+02	1.06E+00	1.13E-05	1812	63	6.65E+01	9.48E-01	897	50	5.45E+01	9.18E-01	4.83E-06	574	0	1.93E-08	4	3.02E-01	3.13E-01	1.87E-01	5.00E-01	0.00E+00	7.31E-01	1.16E+00	9.19E-01	1.22E+00	0.00E+00	1.87E+00		4.74E-01	-2.33E-01	5.09E-01	74506	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000102128	2	834	1	protein_coding	1029	3.06E-01	1	3.80E+00	2.63E-01	NA	X	102192200	102193228
RP11-1105G2.3	ENST00000551941	TRUE	47	4.94E+01	9.51E-01	2.30E-06	645	NA	NA	NA	NA	9	1.83E+01	4.91E-01	9.34E-07	182	0	1.26E-08	6	3.00E-01	3.13E-01	1.87E-01	5.00E-01	0.00E+00	2.95E-01	8.58E-01	7.52E-01	1.21E+00	0.00E+00	1.87E+00		1.71E+00	1.23E-01	5.08E-01	74511	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000258365	1	297	2	protein_coding	5087	3.38E-01	0	2.98E-01	0.00E+00	NA	12	94671534	94676620
DNAJC25-GNG10	ENST00000374294	TRUE	32	4.99E+01	6.41E-01	2.45E-06	911	7	1.44E+01	4.88E-01	256	18	2.20E+01	8.18E-01	1.02E-06	353	4	1.57E-07	61	3.69E+00	1.31E-03	5.68E-01	4.31E-01	1.08E+00	5.65E-01	1.21E+00	4.83E-01	8.61E-01	5.10E-01	1.87E+00		6.70E-01	9.02E-01	-1.50E-01	74513	9	5	6	1.05E-04	7.25E-05	124488	24	0	124512	9.64E-05	1.16E-03	6.16E-05	3.77E-04	0.00E+00	0.00E+00	0.00E+00	5.42E-05	1.64E-04	1.23E-04	6.15E-05	3.76E-04	0.00E+00	0.00E+00	0.00E+00	5.39E-05	1.63E-04	9.80E-05	protein_coding	ENSG00000244115	2	459	2	protein_coding	38844	2.78E-03	3	1.57E+00	1.92E+00	NA	9	114393666	114432509
RP11-826N14.2	ENST00000512675	TRUE	16	1.63E+01	9.79E-01	9.14E-07	389	NA	NA	NA	NA	8	8.11E+00	9.86E-01	5.69E-07	128	0	1.27E-08	12	3.01E-01	3.13E-01	1.87E-01	5.00E-01	0.00E+00	5.76E-01	1.70E+00	6.61E-01	1.48E+00	0.00E+00	1.87E+00		3.05E-02	3.06E-02	5.09E-01	74515	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000248469	2	186	2	protein_coding	12344	NA	NA	NA	NA	NA	5	175476681	175489024
ZNF578	ENST00000421239	TRUE	347	3.08E+02	1.13E+00	1.58E-05	3939	129	1.15E+02	1.12E+00	1660	95	1.03E+02	9.18E-01	4.93E-06	1008	4	1.55E-07	46	3.69E+00	1.31E-03	5.68E-01	4.31E-01	1.09E+00	7.77E-01	1.09E+00	1.03E+00	1.23E+00	5.11E-01	1.87E+00		6.54E-01	-7.97E-01	-1.52E-01	74521	9	5	2	3.15E-04	3.11E-04	125605	79	0	125684	3.14E-04	1.24E-02	2.49E-04	5.80E-05	0.00E+00	0.00E+00	1.39E-04	5.19E-04	6.53E-04	2.29E-04	2.47E-04	5.78E-05	0.00E+00	0.00E+00	1.39E-04	5.19E-04	6.53E-04	2.29E-04	protein_coding	ENSG00000258405	2	1770	3	protein_coding	58579	8.81E-14	17	1.17E+01	1.45E+00	NA	19	52956829	53015407
OR4N4	ENST00000328795	TRUE	218	1.56E+02	1.40E+00	7.87E-06	1990	75	5.06E+01	1.48E+00	756	82	5.75E+01	1.43E+00	2.71E-06	627	6	3.06E-07	69	5.16E+00	5.13E-05	7.36E-01	2.64E-01	1.16E+00	1.19E+00	1.71E+00	1.25E+00	1.56E+00	6.19E-01	1.87E+00		-2.54E+00	-1.77E+00	-3.43E-01	74527	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000183706	2	948	1	protein_coding	1126	1.81E-02	3	4.63E+00	6.48E-01	NA	15	22382382	22383507
PSORS1C1	ENST00000259881	TRUE	62	7.90E+01	7.84E-01	3.82E-06	972	5	3.75E+00	1.33E+00	49	26	3.22E+01	8.07E-01	1.79E-06	320	5	1.89E-07	47	4.43E+00	2.65E-04	6.56E-01	3.44E-01	1.13E+00	5.91E-01	1.12E+00	6.38E-01	9.69E-01	5.69E-01	1.87E+00		8.61E-01	6.81E-01	-2.49E-01	74530	9	5	3	1.84E-04	1.60E-04	125318	46	0	125364	1.83E-04	4.22E-03	0.00E+00	0.00E+00	0.00E+00	5.44E-05	1.62E-03	6.37E-05	3.27E-04	3.29E-05	0.00E+00	0.00E+00	0.00E+00	5.44E-05	1.62E-03	6.19E-05	3.27E-04	3.27E-05	protein_coding	ENSG00000204540	2	456	4	protein_coding	25343	8.55E-04	5	6.00E+00	8.33E-01	NA	6	31082527	31107869
FAM159A	ENST00000517870	TRUE	121	1.13E+02	1.07E+00	5.70E-06	1248	52	4.61E+01	1.13E+00	510	48	4.64E+01	1.03E+00	2.52E-06	372	6	2.20E-07	57	5.16E+00	5.12E-05	7.37E-01	2.63E-01	1.16E+00	8.20E-01	1.32E+00	9.26E-01	1.25E+00	6.19E-01	1.87E+00		-1.84E-01	-2.78E-01	-3.45E-01	74534	9	5	11	8.94E-05	3.61E-05	124779	22	0	124801	8.81E-05	9.70E-04	1.29E-04	1.17E-04	0.00E+00	5.01E-04	4.64E-05	4.66E-05	0.00E+00	3.35E-05	1.29E-04	1.16E-04	0.00E+00	5.01E-04	4.64E-05	4.41E-05	0.00E+00	3.27E-05	protein_coding	ENSG00000182183	2	570	3	protein_coding	36340	2.84E-04	5	4.36E+00	1.15E+00	NA	1	53099016	53135355
AC140481.2	ENST00000409982	TRUE	35	6.66E+01	5.26E-01	3.35E-06	986	11	2.26E+01	4.86E-01	353	20	2.71E+01	7.39E-01	1.64E-06	298	1	5.38E-08	19	1.27E+00	1.05E-01	2.90E-01	6.05E-01	7.88E-01	5.19E-01	1.07E+00	4.00E-01	6.97E-01	2.32E-01	1.87E+00		1.07E+00	1.38E+00	2.21E-01	74538	9	5	1	6.77E-06	6.77E-06	73854	1	0	73855	6.77E-06	3.39E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.84E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.84E-05	0.00E+00	0.00E+00	protein_coding	ENSG00000183292	2	480	2	protein_coding	13333	NA	NA	NA	NA	NA	2	131328402	131341734
AL592284.1	ENST00000538264	TRUE	20	1.73E+01	1.15E+00	7.74E-07	1614	4	1.10E+00	3.64E+00	93	7	7.49E+00	9.34E-01	3.36E-07	607	0	1.26E-08	80	3.02E-01	3.13E-01	1.87E-01	5.00E-01	0.00E+00	5.28E-01	1.68E+00	8.10E-01	1.66E+00	0.00E+00	1.87E+00		1.42E-01	-2.27E-01	5.09E-01	74539	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000231360	3	804	2	protein_coding	181321	3.36E-01	0	2.84E-01	0.00E+00	NA	1	144339738	144521058
PRM1	ENST00000312511	TRUE	45	3.60E+01	1.25E+00	3.10E-06	321	1	2.43E+00	4.12E-01	28	17	1.04E+01	1.63E+00	5.49E-07	93	2	8.93E-08	27	2.11E+00	2.68E-02	3.86E-01	5.87E-01	9.46E-01	1.08E+00	1.95E+00	9.85E-01	1.60E+00	3.51E-01	1.87E+00		-1.60E+00	-5.36E-01	7.25E-02	74546	9	5	2	1.19E-05	7.96E-06	125734	3	0	125737	1.19E-05	1.79E-05	0.00E+00	5.78E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.27E-05	0.00E+00	5.78E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	3.27E-05	protein_coding	ENSG00000175646	2	153	2	protein_coding	515	3.71E-01	1	4.48E+00	2.23E-01	NA	16	11374693	11375207
SCGB3A2	ENST00000296694	TRUE	44	4.61E+01	9.54E-01	2.02E-06	587	16	1.55E+01	1.04E+00	192	15	1.97E+01	7.61E-01	9.26E-07	202	3	1.21E-07	42	2.91E+00	6.11E-03	4.78E-01	5.16E-01	1.03E+00	5.08E-01	1.17E+00	7.48E-01	1.23E+00	4.40E-01	1.87E+00		8.35E-01	1.11E-01	-4.65E-02	74551	9	5	9	9.96E-05	3.99E-05	125680	23	1	125704	9.55E-05	1.15E-03	6.15E-05	1.16E-04	0.00E+00	0.00E+00	3.24E-04	4.41E-05	0.00E+00	2.62E-04	6.15E-05	1.16E-04	0.00E+00	0.00E+00	3.23E-04	4.40E-05	0.00E+00	2.29E-04	protein_coding	ENSG00000164265	2	279	3	protein_coding	11510	4.24E-02	2	2.75E+00	7.26E-01	NA	5	147250245	147261754
AC009041.2	ENST00000601510	TRUE	3	2.67E+00	1.12E+00	1.18E-07	69	NA	NA	NA	NA	0	1.64E+00	0.00E+00	7.32E-08	34	0	1.28E-08	6	2.96E-01	3.13E-01	1.87E-01	5.00E-01	0.00E+00	0.00E+00	1.50E+00	4.70E-01	1.89E+00	0.00E+00	1.87E+00		1.01E+00	-7.17E-02	5.04E-01	74562	9	5	0	0.00E+00	0.00E+00	0	0	0	0	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000269047	3	39	2	protein_coding	412	NA	NA	NA	NA	NA	16	1031252	1031663
XAGE5	ENST00000351072	TRUE	58	3.82E+01	1.52E+00	2.66E-06	693	14	1.22E+01	1.15E+00	232	11	1.20E+01	9.16E-01	7.65E-07	200	8	6.72E-07	77	6.56E+00	1.71E-06	8.60E-01	1.40E-01	1.22E+00	5.76E-01	1.51E+00	1.23E+00	1.86E+00	7.00E-01	1.87E+00		2.28E-01	-1.14E+00	-5.19E-01	74568	9	5	1	5.49E-06	5.49E-06	124538	0	1	124539	4.01E-06	2.01E-06	0.00E+00	0.00E+00	0.00E+00	0.00E+00	6.28E-05	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	4.65E-05	0.00E+00	0.00E+00	0.00E+00	protein_coding	ENSG00000171405	3	324	4	protein_coding	6098	1.19E-04	6	6.13E+00	9.78E-01	NA	X	52841228	52847325
XCL1	ENST00000367818	TRUE	64	6.12E+01	1.05E+00	3.13E-06	708	22	1.58E+01	1.40E+00	202	19	2.44E+01	7.79E-01	1.30E-06	239	4	2.40E-07	35	3.68E+00	1.30E-03	5.69E-01	4.29E-01	1.09E+00	5.42E-01	1.14E+00	8.55E-01	1.29E+00	5.12E-01	1.87E+00		8.58E-01	-1.29E-01	-1.56E-01	74571	9	5	6	3.99E-05	1.99E-05	125700	10	0	125710	3.98E-05	1.99E-04	0.00E+00	5.80E-05	0.00E+00	5.44E-05	0.00E+00	1.76E-05	0.00E+00	1.63E-04	0.00E+00	5.78E-05	0.00E+00	5.44E-05	0.00E+00	1.76E-05	0.00E+00	1.63E-04	protein_coding	ENSG00000143184	2	342	3	protein_coding	5605	8.82E-02	2	4.32E+00	4.63E-01	NA	1	168545711	168551315
GOLGA6L4	ENST00000510439	TRUE	65	4.96E+01	1.31E+00	2.70E-06	3499	11	6.57E+00	1.67E+00	181	26	2.09E+01	1.24E+00	1.04E-06	1015	3	1.27E-07	341	2.91E+00	6.09E-03	4.78E-01	5.16E-01	1.03E+00	9.11E-01	1.71E+00	1.07E+00	1.61E+00	4.40E-01	1.87E+00		-8.79E-01	-7.76E-01	-4.85E-02	74573	9	5	13	5.57E-04	3.22E-04	62667	20	0	62687	1.60E-04	1.60E-03	0.00E+00	1.51E-03	0.00E+00	0.00E+00	0.00E+00	4.55E-04	0.00E+00	4.94E-04	0.00E+00	4.49E-04	0.00E+00	0.00E+00	0.00E+00	1.20E-04	0.00E+00	2.42E-04	protein_coding	ENSG00000184206	2	1722	9	protein_coding	9596	3.89E-01	0	7.40E-01	0.00E+00	NA	15	84904525	84914120
ZNF69	ENST00000340180	TRUE	83	7.36E+01	1.13E+00	3.15E-06	1003	27	2.05E+01	1.32E+00	287	27	2.56E+01	1.05E+00	1.19E-06	237	10	3.36E-07	106	7.95E+00	5.16E-08	9.32E-01	6.85E-02	1.26E+00	7.76E-01	1.45E+00	9.44E-01	1.35E+00	7.64E-01	1.87E+00		-2.14E-01	-3.90E-01	-6.75E-01	74576	9	5	11	2.98E-04	1.59E-04	125672	75	0	125747	2.98E-04	1.12E-02	6.15E-05	1.45E-04	0.00E+00	0.00E+00	0.00E+00	5.99E-04	1.63E-04	0.00E+00	6.15E-05	1.45E-04	0.00E+00	0.00E+00	0.00E+00	5.98E-04	1.63E-04	0.00E+00	protein_coding	ENSG00000198429	2	447	4	protein_coding	26546	7.35E-05	6	5.46E+00	1.10E+00	NA	19	11998599	12025144
